1	62.799999	75.000000	6116	100
2	95.599998	23.799999	6116	100
3	40.799999	47.400002	6116	100
4	10.900000	46.500000	6116	100
5	26.000000	26.900000	6116	100
6	17.600000	38.799999	6116	100
7	92.800003	84.400002	6116	100
8	94.599998	87.000000	6116	100
9	83.800003	78.699997	6116	100
10	32.700001	22.500000	6116	100
11	50.000000	93.699997	6116	100
12	83.599998	29.799999	6116	100
13	84.400002	10.000000	6116	100
14	32.200001	22.100000	6116	100
15	40.900002	70.599998	6116	100
16	17.100000	28.799999	6116	100
17	40.000000	68.599998	6116	100
18	69.300003	33.400002	6116	100
19	82.800003	57.200001	6116	100
20	20.900000	92.099998	6116	100

