1	86.199997	11.200000	3020	100
2	15.200000	14.800000	3020	100
3	24.299999	35.500000	3020	100
4	54.900002	88.400002	3020	100
5	9.600000	41.700001	3020	100
6	33.299999	60.299999	3020	100
7	4.200000	38.200001	3020	100
8	60.900002	31.700001	3020	100
9	95.599998	13.200000	3020	100
10	67.400002	5.500000	3020	100
11	28.100000	84.900002	3020	100
12	9.800000	88.199997	3020	100
13	45.599998	24.700001	3020	100
14	32.200001	21.700001	3020	100
15	64.400002	20.900000	3020	100
16	75.699997	59.000000	3020	100
17	20.200001	15.800000	3020	100
18	28.299999	42.599998	3020	100
19	48.599998	93.900002	3020	100
20	39.299999	9.300000	3020	100

