1	97.500000	47.700001	3000	100
2	76.900002	22.900000	3000	100
3	25.500000	13.700000	3000	100
4	75.800003	75.400002	3000	100
5	95.099998	3.200000	3000	100
6	14.700000	89.699997	3000	100
7	2.800000	31.299999	3000	100
8	8.800000	66.699997	3000	100
9	33.900002	94.300003	3000	100
10	16.200001	35.599998	3000	100
11	82.900002	66.500000	3000	100
12	88.099998	35.099998	3000	100
13	51.299999	90.400002	3000	100
14	38.900002	2.700000	3000	100
15	4.600000	37.000000	3000	100
16	87.099998	6.100000	3000	100
17	55.200001	65.699997	3000	100
18	12.400000	82.500000	3000	100
19	85.800003	19.600000	3000	100
20	96.800003	85.000000	3000	100

