1	12.900000	85.400002	4414	100
2	30.799999	90.900002	4414	100
3	53.000000	74.199997	4414	100
4	17.200001	58.799999	4414	100
5	77.400002	45.599998	4414	100
6	11.000000	69.800003	4414	100
7	32.200001	9.100000	4414	100
8	31.600000	80.599998	4414	100
9	44.599998	79.000000	4414	100
10	84.599998	59.900002	4414	100
11	10.200000	83.900002	4414	100
12	82.800003	51.400002	4414	100
13	19.400000	46.599998	4414	100
14	30.500000	22.200001	4414	100
15	64.199997	76.800003	4414	100
16	99.300003	42.799999	4414	100
17	81.800003	20.400000	4414	100
18	63.900002	23.500000	4414	100
19	55.700001	83.599998	4414	100
20	26.100000	42.200001	4414	100

