1	3.600000	14.500000	6058	100
2	45.700001	26.400000	6058	100
3	15.000000	70.400002	6058	100
4	71.300003	69.500000	6058	100
5	75.099998	23.299999	6058	100
6	25.299999	69.599998	6058	100
7	99.400002	59.200001	6058	100
8	56.700001	7.800000	6058	100
9	50.299999	70.599998	6058	100
10	9.900000	21.000000	6058	100
11	95.500000	99.599998	6058	100
12	5.000000	16.000000	6058	100
13	72.699997	95.599998	6058	100
14	14.600000	73.699997	6058	100
15	4.400000	93.599998	6058	100
16	63.799999	89.300003	6058	100
17	99.599998	9.800000	6058	100
18	87.800003	69.099998	6058	100
19	75.000000	90.900002	6058	100
20	52.000000	44.500000	6058	100
