1	70.000000	68.400002	5974	100
2	24.600000	3.900000	5974	100
3	67.099998	36.099998	5974	100
4	86.099998	88.000000	5974	100
5	9.100000	32.599998	5974	100
6	10.200000	93.800003	5974	100
7	3.100000	93.800003	5974	100
8	19.500000	68.800003	5974	100
9	6.900000	55.200001	5974	100
10	54.099998	9.300000	5974	100
11	91.400002	78.800003	5974	100
12	48.799999	20.900000	5974	100
13	87.699997	38.700001	5974	100
14	61.000000	64.099998	5974	100
15	68.900002	38.400002	5974	100
16	98.800003	30.000000	5974	100
17	16.500000	6.700000	5974	100
18	7.600000	12.000000	5974	100
19	95.699997	39.200001	5974	100
20	86.099998	85.599998	5974	100

