1	82.099998	79.800003	2946	100
2	85.599998	77.900002	2946	100
3	56.299999	16.900000	2946	100
4	85.000000	40.200001	2946	100
5	2.100000	72.400002	2946	100
6	7.800000	38.400002	2946	100
7	90.900002	69.099998	2946	100
8	72.599998	54.900002	2946	100
9	3.800000	54.799999	2946	100
10	79.900002	95.500000	2946	100
11	98.199997	98.699997	2946	100
12	17.000000	7.200000	2946	100
13	16.700001	35.099998	2946	100
14	62.200001	40.299999	2946	100
15	30.500000	26.900000	2946	100
16	36.000000	73.099998	2946	100
17	78.699997	19.000000	2946	100
18	60.099998	60.400002	2946	100
19	38.400002	94.400002	2946	100
20	34.700001	70.000000	2946	100

