1	28	23	19
2	33	5	17
3	45	13	19
4	14	3	18
5	50	32	14
6	17	45	19
7	1	22	20
8	39	36	13
9	8	8	11
10	17	9	16
11	21	18	17
12	22	16	16
13	17	39	11
14	42	6	14
15	21	5	13
16	38	2	12
17	39	17	16
18	21	38	12
19	31	6	13
20	40	33	20
21	26	26	16
22	40	48	16
23	33	42	16
24	14	50	13
25	11	10	20
26	24	5	16
27	7	44	11
28	49	42	16
29	8	31	12
30	40	24	14
31	35	44	13
32	7	30	17
33	16	48	19
34	40	10	11
35	10	3	11
36	7	31	19
37	33	29	11
38	25	34	15
39	49	9	14
40	5	48	14
41	23	3	18
42	3	49	12
43	15	18	16
44	38	50	17
45	42	31	11
46	12	23	18
47	47	22	14
48	24	24	16
49	14	17	15
50	44	20	15
