1	12	38	14
2	32	17	19
3	29	12	16
4	25	20	18
5	2	30	16
6	31	46	14
7	5	13	18
8	13	36	12
9	38	6	14
10	29	11	20
11	38	47	19
12	9	47	20
13	11	18	19
14	17	31	18
15	19	6	19
16	12	7	18
17	5	14	20
18	40	36	20
19	9	45	19
20	24	43	15
21	48	45	19
22	50	13	18
23	8	43	12
24	42	23	19
25	43	14	20
26	43	6	19
27	49	4	11
28	35	41	16
29	31	42	20
30	19	24	17
31	26	29	15
32	43	47	19
33	37	36	19
34	30	3	11
35	8	34	20
36	18	40	12
37	40	10	14
38	4	27	19
39	24	26	12
40	41	17	20
41	36	22	12
42	6	6	20
43	39	40	15
44	18	29	16
45	20	3	13
46	27	3	15
47	8	26	18
48	13	37	19
49	9	6	12
50	3	28	19
51	5	50	18
52	5	28	20
53	40	5	13
54	16	28	17
55	46	41	17
56	36	46	11
57	50	47	16
58	29	41	16
59	31	2	17
60	30	11	16
61	44	17	18
62	1	3	16
63	25	26	18
64	49	11	19
65	34	6	18
66	30	12	17
67	15	17	16
68	30	40	13
69	16	35	16
70	31	42	15
71	4	17	11
72	3	50	15
73	25	33	13
74	43	30	16
75	30	38	18
76	37	49	15
77	26	30	11
78	21	47	14
79	22	8	12
80	22	17	16
81	29	43	17
82	3	42	17
83	33	8	12
84	31	20	14
85	44	32	14
86	14	39	15
87	6	35	19
88	9	34	16
89	7	1	19
90	49	32	12
91	22	1	16
92	50	21	11
93	45	11	11
94	36	45	14
95	25	4	17
96	50	18	15
97	21	50	17
98	32	49	20
99	38	1	15
100	43	28	12
