1	8.900000	86.500000	5864	100
2	74.500000	79.099998	5864	100
3	16.400000	80.099998	5864	100
4	35.900002	32.400002	5864	100
5	67.900002	0.200000	5864	100
6	35.500000	62.400002	5864	100
7	72.800003	3.800000	5864	100
8	52.099998	67.400002	5864	100
9	97.599998	67.099998	5864	100
10	40.900002	58.000000	5864	100
11	84.300003	88.400002	5864	100
12	8.900000	88.500000	5864	100
13	33.799999	77.500000	5864	100
14	64.699997	98.500000	5864	100
15	55.099998	49.599998	5864	100
16	14.000000	44.799999	5864	100
17	40.799999	42.200001	5864	100
18	62.500000	0.500000	5864	100
19	5.300000	80.900002	5864	100
20	19.400000	45.900002	5864	100
