1	12	5	11
2	20	17	16
3	7	16	18
4	18	9	18
5	21	3	19
6	18	21	11
7	4	18	12
8	14	3	13
9	3	9	14
10	2	6	18
11	8	20	17
12	21	28	17
13	20	5	13
14	13	3	17
15	15	9	17
16	18	10	13
17	20	8	17
18	14	24	15
19	4	9	20
20	17	9	11
21	15	2	16
22	19	4	18
23	15	11	14
24	4	3	18
25	21	5	15
26	19	3	14
27	6	13	20
28	17	28	20
29	17	7	17
30	22	17	15
31	5	14	19
32	17	1	17
33	18	13	14
34	4	21	17
35	8	10	13
36	7	5	19
37	10	24	15
38	10	9	14
39	6	21	11
40	5	4	15
41	8	19	19
42	9	14	14
43	14	6	17
44	12	28	11
45	24	8	12
46	25	20	16
47	10	14	11
48	26	4	13
49	25	22	20
50	26	14	12
51	38	43	12
52	37	30	18
53	37	48	12
54	34	39	11
55	35	49	20
56	50	32	17
57	39	27	19
58	27	25	16
59	36	43	18
60	32	25	14
61	37	42	18
62	46	41	18
63	32	44	14
64	41	24	11
65	44	48	13
66	27	30	18
67	34	46	13
68	36	34	17
69	39	41	16
70	25	31	17
71	33	41	20
72	29	32	17
73	50	44	11
74	47	37	16
75	27	24	13
76	34	45	17
77	44	42	13
78	28	47	19
79	30	24	14
80	43	39	20
81	41	35	18
82	27	31	13
83	36	32	20
84	35	24	20
85	40	27	20
86	30	44	15
87	30	41	11
88	35	30	19
89	32	35	11
90	28	40	16
91	34	34	19
92	25	36	11
93	35	32	18
94	27	43	11
95	30	30	15
96	38	30	20
97	41	40	16
98	32	47	13
99	27	27	11
100	46	25	16
