1	46.799999	83.800003	14
2	65.699997	23.400000	16
3	32.500000	77.400002	17
4	43.900002	28.200001	14
5	21.100000	25.299999	11
6	60.400002	32.200001	14
7	16.200001	39.400002	13
8	25.100000	13.600000	14
9	43.299999	2.100000	17
10	70.000000	71.800003	15
11	90.199997	1.300000	12
12	81.000000	33.400002	17
13	84.900002	16.600000	12
14	19.400000	40.400002	16
15	52.400002	26.900000	15
16	19.299999	21.600000	10
17	41.500000	91.300003	18
18	43.200001	86.400002	17
19	48.099998	83.900002	10
20	86.599998	93.599998	11
21	66.500000	1.800000	17
22	97.500000	40.799999	10
23	45.700001	28.100000	13
24	97.900002	19.100000	11
25	78.199997	18.200001	13
26	74.500000	87.599998	14
27	30.500000	23.500000	10
28	70.400002	75.699997	12
29	64.800003	21.700001	17
30	61.299999	31.799999	18
31	28.100000	86.599998	13
32	92.599998	36.799999	20
33	52.599998	73.400002	17
34	31.600000	86.000000	10
35	69.500000	74.800003	10
36	46.799999	75.599998	20
37	28.299999	29.600000	14
38	39.299999	3.900000	12
39	66.800003	59.500000	17
40	36.400002	46.599998	19
41	39.299999	12.800000	13
42	57.400002	52.700001	16
43	12.300000	59.599998	15
44	56.200001	87.199997	19
45	24.200001	13.000000	11
46	1.800000	5.700000	16
47	78.300003	39.400002	10
48	21.299999	71.400002	16
49	96.199997	46.900002	12
50	2.900000	53.200001	11
51	8.700000	49.900002	17
52	82.400002	57.099998	12
53	88.500000	18.799999	16
54	8.800000	76.199997	10
55	77.599998	86.900002	17
56	74.900002	88.099998	11
57	39.500000	46.599998	11
58	37.000000	76.800003	15
59	9.200000	63.099998	19
60	24.200001	20.500000	18
61	86.199997	100.000000	20
62	88.699997	73.500000	17
63	58.599998	34.400002	10
64	98.900002	44.000000	16
65	55.599998	46.000000	13
66	4.300000	71.000000	10
67	10.700000	6.600000	13
68	68.300003	7.500000	10
69	75.800003	80.199997	18
70	67.000000	99.500000	12
71	94.000000	66.000000	17
72	81.099998	71.400002	18
73	83.199997	37.599998	14
74	12.900000	80.599998	15
75	58.900002	94.500000	17
76	73.699997	97.900002	16
77	38.900002	18.799999	16
78	3.000000	74.699997	12
79	32.099998	83.400002	20
80	89.500000	50.200001	17
81	40.799999	49.099998	10
82	93.699997	95.199997	13
83	32.900002	75.500000	17
84	17.000000	3.100000	20
85	97.900002	38.200001	14
86	65.599998	3.500000	19
87	91.900002	92.599998	11
88	43.700001	83.800003	13
89	68.099998	59.299999	20
90	80.699997	67.099998	10
91	32.000000	67.400002	13
92	91.099998	12.500000	13
93	95.900002	71.699997	11
94	59.400002	10.700000	10
95	4.500000	9.000000	10
96	9.100000	27.500000	19
97	61.799999	47.700001	12
98	82.400002	47.900002	14
99	21.299999	75.900002	19
100	91.500000	93.500000	15
