1	80.500000	21.000000	11
2	96.199997	52.700001	10
3	0.000000	96.800003	15
4	0.500000	99.500000	19
5	9.300000	99.900002	15
6	9.900000	99.099998	20
7	6.500000	99.900002	10
8	10.100000	99.900002	14
9	0.000000	99.900002	13
10	0.000000	97.800003	11
11	4.600000	94.500000	20
12	9.100000	93.099998	17
13	7.500000	95.199997	10
14	10.200000	99.000000	12
15	10.900000	93.599998	14
16	10.300000	95.199997	17
17	6.300000	99.199997	20
18	10.200000	99.900002	13
19	6.800000	99.900002	11
20	0.000000	95.900002	10
21	6.600000	93.400002	14
22	11.100000	97.000000	13
23	0.000000	98.500000	16
24	9.200000	99.900002	13
25	3.400000	99.900002	16
26	4.500000	99.900002	12
27	0.000000	98.800003	13
28	80.099998	73.800003	17
29	79.599998	73.699997	15
30	81.900002	68.699997	12
31	87.300003	71.300003	20
32	77.000000	63.900002	16
33	85.900002	64.900002	10
34	78.300003	73.300003	14
35	87.099998	66.900002	12
36	77.800003	64.500000	11
37	77.099998	71.800003	13
38	86.000000	68.699997	19
39	84.000000	63.299999	12
40	79.500000	64.300003	11
41	88.400002	66.000000	18
42	78.199997	63.700001	10
43	79.800003	67.599998	16
44	87.000000	62.700001	18
45	77.900002	64.599998	20
46	78.300003	74.900002	17
47	81.599998	68.900002	17
48	76.599998	68.800003	12
49	87.900002	62.799999	14
50	82.800003	67.800003	19
51	77.699997	68.599998	10
52	80.599998	62.400002	11
53	82.599998	70.500000	13
54	76.000000	74.099998	10
55	86.099998	74.300003	19
56	79.199997	65.800003	19
57	80.500000	69.300003	15
58	75.699997	65.500000	11
59	86.900002	74.900002	15
60	85.099998	62.299999	17
61	59.700001	18.400000	13
62	64.599998	24.100000	10
63	58.299999	22.600000	18
64	56.500000	15.600000	20
65	69.599998	17.400000	19
66	67.699997	16.799999	14
67	59.299999	17.299999	17
68	64.300003	26.200001	16
69	69.099998	15.600000	17
70	61.200001	23.500000	14
71	57.200001	18.299999	14
72	59.400002	26.200001	14
73	59.200001	22.400000	16
74	68.400002	19.500000	10
75	61.299999	23.000000	20
76	60.200001	18.200001	15
77	58.799999	25.700001	15
78	63.299999	21.799999	19
79	67.400002	19.100000	19
80	57.500000	23.500000	13
81	64.400002	17.799999	16
82	67.300003	18.000000	14
83	61.500000	14.500000	13
84	62.000000	17.200001	12
85	67.099998	23.700001	10
86	60.700001	17.700001	15
87	69.400002	21.299999	13
88	57.200001	18.299999	16
89	63.799999	22.700001	17
90	62.599998	13.200000	13
91	58.299999	17.900000	18
92	59.700001	77.300003	12
93	56.900002	71.800003	17
94	54.599998	75.400002	18
95	58.700001	77.500000	12
96	60.000000	68.300003	12
97	61.700001	70.699997	18
98	62.299999	72.900002	20
99	60.200001	72.699997	13
100	60.900002	70.099998	19
101	57.599998	66.000000	15
102	65.800003	77.300003	16
103	64.000000	73.699997	18
104	56.000000	66.199997	19
105	54.500000	69.599998	12
106	58.400002	78.699997	17
107	60.299999	75.300003	18
108	60.500000	71.199997	11
109	55.500000	66.800003	12
110	60.099998	77.500000	10
111	58.700001	70.000000	16
112	65.900002	74.099998	19
113	63.500000	65.900002	19
114	54.200001	77.000000	14
115	56.299999	74.400002	18
116	59.500000	72.400002	18
117	59.599998	69.300003	11
118	63.099998	68.099998	14
119	64.599998	66.699997	16
120	60.900002	65.900002	18
121	99.900002	31.700001	18
122	95.199997	35.000000	16
123	94.400002	29.100000	13
124	96.699997	22.700001	15
125	92.199997	33.099998	15
126	97.699997	30.799999	20
127	91.000000	26.700001	13
128	99.900002	33.200001	16
129	87.800003	31.799999	13
130	87.900002	33.900002	16
131	99.599998	25.100000	16
132	93.400002	34.599998	15
133	88.500000	22.299999	19
134	92.599998	31.900000	14
135	95.500000	33.599998	16
136	93.300003	22.299999	13
137	89.099998	25.100000	12
138	88.300003	24.200001	15
139	89.199997	30.900000	11
140	88.300003	33.099998	19
141	88.800003	34.400002	15
142	94.300003	28.600000	12
143	95.699997	23.600000	17
144	91.500000	29.100000	17
145	88.599998	23.000000	15
146	91.699997	27.400000	17
147	97.300003	33.700001	10
148	97.599998	29.299999	19
149	89.000000	35.000000	10
150	90.500000	34.000000	16

