1	9	5	12
2	3	17	16
3	17	14	17
4	12	21	19
5	14	4	20
6	4	10	11
7	12	11	11
8	7	14	11
9	12	19	13
10	2	11	19
11	15	20	12
12	8	13	18
13	9	15	14
14	4	12	16
15	5	21	19
16	19	3	20
17	14	10	15
18	12	4	18
19	11	11	14
20	2	12	19
21	9	15	14
22	24	10	16
23	13	21	19
24	16	16	16
25	16	1	13
26	14	10	18
27	6	17	15
28	14	10	19
29	21	13	11
30	16	4	13
31	2	38	18
32	11	47	16
33	1	44	13
34	10	36	19
35	12	47	14
36	17	36	15
37	3	40	14
38	12	38	17
39	20	33	15
40	6	32	17
41	1	47	15
42	15	42	16
43	23	36	11
44	7	40	19
45	8	34	17
46	13	38	16
47	12	42	12
48	7	44	20
49	13	30	15
50	21	44	18
51	20	47	16
52	18	30	13
53	24	40	18
54	5	37	17
55	10	36	16
56	16	36	17
57	12	37	15
58	10	49	16
59	23	49	12
60	11	38	13
61	36	11	15
62	47	22	12
63	28	25	13
64	44	24	13
65	44	24	18
66	50	34	17
67	48	16	17
68	39	11	15
69	49	29	15
70	43	29	16
71	46	40	20
72	30	25	12
73	41	28	15
74	32	31	13
75	27	24	12
76	42	18	14
77	46	19	17
78	26	24	16
79	32	23	14
80	28	30	17
81	37	37	15
82	36	22	18
83	48	38	13
84	31	22	13
85	33	27	13
86	26	27	18
87	29	19	16
88	26	23	18
89	34	21	12
90	47	12	13
91	43	17	15
92	36	39	14
93	29	18	16
94	39	12	16
95	46	14	18
96	34	24	11
97	40	14	14
98	47	21	19
99	33	27	11
100	41	33	18
