1	41.599998	22.000000	4480	100
2	33.799999	62.799999	4480	100
3	72.599998	59.700001	4480	100
4	75.699997	51.200001	4480	100
5	59.299999	71.800003	4480	100
6	76.500000	38.799999	4480	100
7	91.400002	78.099998	4480	100
8	95.599998	21.500000	4480	100
9	4.900000	99.199997	4480	100
10	21.200001	58.400002	4480	100
11	86.900002	56.799999	4480	100
12	30.400000	3.400000	4480	100
13	53.299999	41.200001	4480	100
14	23.200001	7.500000	4480	100
15	88.500000	13.000000	4480	100
16	7.300000	30.700001	4480	100
17	74.099998	1.500000	4480	100
18	37.000000	89.500000	4480	100
19	42.000000	3.400000	4480	100
20	55.400002	0.500000	4480	100

